company_id,year,gross_margin,net_margin,revenue_growth,cost_growth,label
ADUS,2022,0.31514319959626547,0.048390318782067454,0.10019791810054147,0.10496354076009032,At-Risk
ADUS,2023,0.321046312713066,0.05905251116751413,0.11305723778282446,0.09668363964400946,At-Risk
ADUS,2024,0.3248062747326128,0.06374334292685166,0.0906323235891715,0.08702432067955296,At-Risk
ADV,2021,0.1771577476377579,0.015127565792724533,0.14153154749021682,0.08909963780109903,Distressed
ADV,2022,0.12967763309091687,-0.3786021717107172,0.012226639772722857,0.05712773370894803,Distressed
ADV,2023,0.12437524438319285,-0.016235889875324507,0.06959934092852509,0.08674523457747331,Distressed
ADV,2024,0.14223946001541082,-0.0916803969577638,-0.08558725681869171,-0.07380637287736598,Distressed
AE,2021,0.9617712585991337,0.00587002593318994,0.9807907106850204,0.954002698000037,Healthy
AE,2022,0.9650998495600192,0.0010356655658574298,0.6625075794833508,0.6730068266265813,Healthy
AE,2023,0.949071009906775,7.722308693461863e-05,-0.1846270638688153,-0.1839408344653877,Healthy
AEE,2021,0.7452299030340944,0.15483265561463871,0.10355540214014498,0.1261682242990654,Distressed
AEE,2022,0.6635666708558502,0.13497549327636044,0.24444791992492962,0.27287097411578737,Distressed
AEE,2023,0.7110666666666666,0.1536,-0.057433706170667335,-0.0776156473144986,Distressed
AEE,2024,0.7375049193231011,0.15505706414797324,0.0164,0.027768428138673848,Distressed
AEHR,2022,0.4655806724507663,0.1859174880481615,2.061987951807229,1.0704936964680973,At-Risk
AEHR,2023,0.5040870676251905,0.22408829913332615,0.27803025831710243,0.19886588114992215,At-Risk
AEHR,2024,0.4914524751578121,0.5007097767978496,0.019350071581410385,0.08827976582793781,Healthy
AEHR,2025,0.4058641975308642,-0.06630714964048297,-0.10948684647678879,0.13610616316351978,At-Risk
AEIS,2021,0.36561732032742794,0.09254138523607201,0.028342465811476834,0.05941774135298381,At-Risk
AEO,2021,0.39750059122472825,0.08374516168624277,0.332970038410657,0.17520887146486244,At-Risk
AEO,2022,0.349760803618077,0.025078193999678946,-0.00418138076169702,0.07096572058108216,At-Risk
AEO,2023,0.3847712841876403,0.03231574166107602,0.054498216673784475,0.037449023710448955,At-Risk
AEO,2024,0.39201903220551837,0.061813006366338054,0.012710931872734841,-0.0027708817693131685,At-Risk
AEP,2021,0.6744699857074797,0.14817174845164363,0.12558233066327043,0.12055352532939954,Distressed
AEP,2022,0.6385905954835918,0.11747753252374042,0.16957479752262983,0.18639250211308167,Distressed
AEP,2023,0.6534508463147247,0.11632415460718669,-0.03346317370605158,-0.038660866275770756,Distressed
AERC,2022,0.5045513367901191,-24.696043881430608,-0.6314972482242814,0.9774114878847744,Distressed
AERG,2023,0.7576626208509931,-2.7933096023740585,1.0121803974285744,0.41685188204730983,Distressed
AERI,2021,0.8617140737840873,-0.38535238546570927,1.3350814308739687,0.01675939862339551,Distressed
AEVA,2021,0.37042633567188343,-10.99600647598489,0.9130704109023333,1.8793949013163034,Healthy
AEVA,2022,-0.5044542404467389,-24.696043881430608,-0.5475445223961144,0.3763386836607875,Healthy
AEYE,2021,0.7501938538138188,-0.5798881769579235,0.19672771672771672,0.44943494639235004,Distressed
AEYE,2022,0.7586668003877912,-0.3487781232240163,0.22078929110721135,0.00814674130347861,Distressed
AEYE,2023,0.7773023374632776,-0.18750798313960915,0.046902684451576235,-0.07587625799415001,Distressed
AEYE,2024,0.7937274509246897,-0.1208488395216045,0.12405798952612083,0.035138542421072394,Distressed
AFGS,2024,-0.5044542404467389,-24.696043881430608,3.169707020453289,-0.33096856667806174,Distressed
